place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,coordinates,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJmzURZ_mJsIkRq2sPkdUhA9Y,Not Another Pancake House,,,1433,4.5,"Name: Colonial Pancake House
Link: https://www.google.com/maps/search/Colonial+Pancake+House/@37.2737428,-76.68894259999999?authuser=0&hl=en&entry=ttu
Reviews: 2911 reviews

Name: Astronomical Pancake House
Link: https://www.google.com/maps/search/Astronomical+Pancake+House/@37.31239420000001,-76.7328067?authuser=0&hl=en&entry=ttu
Reviews: 2615 reviews

Name: Another Broken Egg Cafe
Link: https://www.google.com/maps/search/Another+Broken+Egg+Cafe/@37.2869934,-76.7221533?authuser=0&hl=en&entry=ttu
Reviews: 2479 reviews

Name: Southern Pancake & Waffle House
Link: https://www.google.com/maps/search/Southern+Pancake+%26+Waffle+House/@37.2926548,-76.72374169999999?authuser=0&hl=en&entry=ttu
Reviews: 2270 reviews

Name: The Smokey Griddle Pancake House
Link: https://www.google.com/maps/search/The+Smokey+Griddle+Pancake+House/@37.3015949,-76.7272794?authuser=0&hl=en&entry=ttu
Reviews: 1346 reviews",https://m.facebook.com/notanotherpancakehouse/,(757) 585-7195,"{""latitude"":37.2960869,""longitude"":-76.72558049999999}",Not Another Pancake House (Owner),https://www.google.com/maps/contrib/107805709777773223731,https://lh3.googleusercontent.com/p/AF1QipM369y5ZxKyMW67UgoNFy-hffZm7_MfiNcNebDp=s1024,Pancake restaurant,"Pancake restaurant, Breakfast restaurant",7 AM-2 PM,,Open All Days,"1803 Richmond Rd, Williamsburg, VA 23185","breakfast, food and service, french toast, grits, hashbrowns, eggs benedict, diner, vacation, cinnamon swirl pancakes, red velvet waffle",https://www.google.com/maps/place/Not+Another+Pancake+House/data=!4m7!3m6!1s0x89b089f96711359b:0xd60321d5910f6bab!8m2!3d37.2960869!4d-76.7255805!16s%2Fg%2F11h1j3578x!19sChIJmzURZ_mJsIkRq2sPkdUhA9Y?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJS4FK0PmIsIkRFi7Joz0MPwU,Antonio's Ristorante Italiano,Italian restaurant,,1200,4.6,"Name: Maurizio's Italian Restaurant
Link: https://www.google.com/maps/search/Maurizio's+Italian+Restaurant/@37.244911099999996,-76.6582897?authuser=0&hl=en&entry=ttu
Reviews: 1612 reviews

Name: Anna's Brick Oven Pizza-Pasta
Link: https://www.google.com/maps/search/Anna's+Brick+Oven+Pizza-Pasta/@37.2996826,-76.7268284?authuser=0&hl=en&entry=ttu
Reviews: 1465 reviews

Name: Francesco's Ristorante Italiano
Link: https://www.google.com/maps/search/Francesco's+Ristorante+Italiano/@37.3430568,-76.75544169999999?authuser=0&hl=en&entry=ttu
Reviews: 1038 reviews

Name: Giuseppe's Italian Restaurant
Link: https://www.google.com/maps/search/Giuseppe's+Italian+Restaurant/@37.31592330000001,-76.7382082?authuser=0&hl=en&entry=ttu
Reviews: 882 reviews

Name: Tuscany Ristorante Williamsburg
Link: https://www.google.com/maps/search/Tuscany+Ristorante+Williamsburg/@37.3065038,-76.7507074?authuser=0&hl=en&entry=ttu
Reviews: 694 reviews",http://www.antonioswilliamsburg.com/,(757) 258-5300,"{""latitude"":37.268581399999995,""longitude"":-76.67543479999999}",Antonio's Ristorante Italiano (Owner),https://www.google.com/maps/contrib/112590719983296015744,https://lh3.googleusercontent.com/p/AF1QipPZhs3C2o2WeFIDexEOvCK-sPRxyLQ1zeSko2lp=s1024,Italian restaurant,"Italian restaurant, Family restaurant, Gluten-free restaurant, Delivery Restaurant, Pizza delivery, Restaurant",11 AM-9 PM,,Open All Days,"801 Merrimac Trail E, Williamsburg, VA 23185","garlic knots, alfredo, strip mall, vodka sauce, scallops, busch gardens, baked ziti, chicken parmesan, manicotti, fried ravioli",https://www.google.com/maps/place/Antonio%27s+Ristorante+Italiano/data=!4m7!3m6!1s0x89b088f9d04a814b:0x53f0c3da3c92e16!8m2!3d37.2685814!4d-76.6754348!16s%2Fg%2F1v0llnkn!19sChIJS4FK0PmIsIkRFi7Joz0MPwU?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ7TZenHSJsIkRGoCMF34A01A,Paul's Deli Restaurant,"Casual, family-owned bar/eatery since 1977 offering late hours along with Greek & Italian standards.",,946,4.1,"Name: New York Deli & Pizza Restaurant
Link: https://www.google.com/maps/search/New+York+Deli+%26+Pizza+Restaurant/@37.3436667,-76.7561092?authuser=0&hl=en&entry=ttu
Reviews: 2457 reviews

Name: Rick's Cheese Steak Shop
Link: https://www.google.com/maps/search/Rick's+Cheese+Steak+Shop/@37.2734109,-76.7092104?authuser=0&hl=en&entry=ttu
Reviews: 2018 reviews

Name: Paul's Deli & Neighborhood Restaurant
Link: https://www.google.com/maps/search/Paul's+Deli+%26+Neighborhood+Restaurant/@37.2808475,-76.74066169999999?authuser=0&hl=en&entry=ttu
Reviews: 1412 reviews

Name: College Delly
Link: https://www.google.com/maps/search/College+Delly/@37.2736912,-76.71233339999999?authuser=0&hl=en&entry=ttu
Reviews: 425 reviews

Name: Bazaaros Deli
Link: https://www.google.com/maps/search/Bazaaros+Deli/@37.321386,-76.7398494?authuser=0&hl=en&entry=ttu
Reviews: 190 reviews",http://www.paulsdeliwilliamsburg.com/,(757) 229-8976,"{""latitude"":37.274042,""longitude"":-76.712447}",Paul's Deli Restaurant (Owner),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npWgXiy36cGCyqJz-WlVQTvCjAmNfCN5plmcwlJbqqdx4VlJ_r0j8Z1l_YE4TQcQf70t-F33AoSv_BD0PkPY_5axjEy8i36KIlXJpDaLksRzvNsQM63JpgGJ-QR3YN7utIX50FPw5KCVyiF=s1024,Family restaurant,"Family restaurant, Deli, Greek restaurant, Pizza restaurant, Pub, Sports bar",10:30 AM-2 AM,,Open All Days,"761 Scotland St, Williamsburg, VA 23185","bar, subs, college, gyro, stromboli, cheese fries, reuben, mic, roll, chicken parm",https://www.google.com/maps/place/Paul%27s+Deli+Restaurant/data=!4m7!3m6!1s0x89b089749c5e36ed:0x50d3007e178c801a!8m2!3d37.274042!4d-76.712447!16s%2Fg%2F1tgcyygt!19sChIJ7TZenHSJsIkRGoCMF34A01A?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJa6-511CJsIkRrGcBFAUVTvQ,Cook's Burger Bar,A friendly joint! A bar with burgers.,,619,4.5,"Name: Second Street American Bistro
Link: https://www.google.com/maps/search/Second+Street+American+Bistro/@37.274720699999996,-76.6870557?authuser=0&hl=en&entry=ttu
Reviews: 3796 reviews

Name: Amber Ox Public House
Link: https://www.google.com/maps/search/Amber+Ox+Public+House/@37.272807,-76.708522?authuser=0&hl=en&entry=ttu
Reviews: 3312 reviews

Name: Cook Out
Link: https://www.google.com/maps/search/Cook+Out/@37.2955998,-76.7261999?authuser=0&hl=en&entry=ttu
Reviews: 2928 reviews

Name: Craft 31
Link: https://www.google.com/maps/search/Craft+31/@37.265224599999996,-76.7416468?authuser=0&hl=en&entry=ttu
Reviews: 2794 reviews

Name: DoG Street Pub
Link: https://www.google.com/maps/search/DoG+Street+Pub/@37.2711628,-76.7059891?authuser=0&hl=en&entry=ttu
Reviews: 2386 reviews",http://cooksburger.com/,(757) 808-6634,"{""latitude"":37.2808785,""longitude"":-76.7202145}",Cook's Burger Bar (Owner),https://www.google.com/maps/contrib/106218649329556678638,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noxkcdt814-MY9gpgqCMmdHRl4KcUMyHI_CgCt_rhxPspLrzhYJmvSAYoWozMR81PVvmW844PWAb-nMC5KwA1HqbATQLi8rUYmqUryWMlbh8MkxdbNy8RdozrZc4nR0Swy4ubLmId-frzA=s1024,Bar & grill,"Bar & grill, Bar, Hamburger restaurant",11 AM-11 PM,,Open All Days,"1246 Richmond Rd Suite A, Williamsburg, VA 23185","bacon burger, farmer, patty melt, spam fries, beef tallow, deviled eggs, brussel sprouts, cheerwine, scotch egg, gluten free buns",https://www.google.com/maps/place/Cook%27s+Burger+Bar/data=!4m7!3m6!1s0x89b08950d7b9af6b:0xf44e1505140167ac!8m2!3d37.2808785!4d-76.7202145!16s%2Fg%2F11vyqvzjvs!19sChIJa6-511CJsIkRrGcBFAUVTvQ?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJzQ4cRm-JsIkREPaNPZhyNps,Bangkok Garden,Casual Thai restaurant offering a diverse array of curries & stir-fries amid traditional decor.,,710,4.4,"Name: Peter Chang
Link: https://www.google.com/maps/search/Peter+Chang/@37.2813306,-76.7186562?authuser=0&hl=en&entry=ttu
Reviews: 1086 reviews

Name: Aticha Thai Cuisine
Link: https://www.google.com/maps/search/Aticha+Thai+Cuisine/@37.2885089,-76.7223987?authuser=0&hl=en&entry=ttu
Reviews: 522 reviews

Name: Thai Tara Sushi & Bar
Link: https://www.google.com/maps/search/Thai+Tara+Sushi+%26+Bar/@37.2463122,-76.6592912?authuser=0&hl=en&entry=ttu
Reviews: 397 reviews

Name: Emerald Thai Cuisine & Sushi Bar
Link: https://www.google.com/maps/search/Emerald+Thai+Cuisine+%26+Sushi+Bar/@37.2449441,-76.6584965?authuser=0&hl=en&entry=ttu
Reviews: 392 reviews

Name: Lanna Thai Cuisine
Link: https://www.google.com/maps/search/Lanna+Thai+Cuisine/@37.2845902,-76.72030409999999?authuser=0&hl=en&entry=ttu
Reviews: 381 reviews",http://www.orderbangkokgarden.com/,(757) 565-3939,"{""latitude"":37.285133099999996,""longitude"":-76.7206447}",Bangkok Garden (Owner),https://www.google.com/maps/contrib/117139611520586936567,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noME8AeipBTZ-zoSQpom53_0sT6rvD5wRoSxxAnMkoq31I9MMaczwXD5dtjr23RaRZgwR1sSz3HhHmZh1-N5mKm3x1znk6WTVPcnenmX27VQWR_ZhlAyV3J1H6XzEfTyx3Br5tT=s1024,Thai restaurant,"Thai restaurant, Asian restaurant, Southeast Asian restaurant",11 AM-9 PM,,Open All Days,"1346 Richmond Rd, Williamsburg, VA 23185","food and service, panang curry, thai tea, pad kee mao, portion sizes, appetizer, server, vegetarian, quick service, clean",https://www.google.com/maps/place/Bangkok+Garden/data=!4m7!3m6!1s0x89b0896f461c0ecd:0x9b3672983d8df610!8m2!3d37.2851331!4d-76.7206447!16s%2Fg%2F1tzgq2f2!19sChIJzQ4cRm-JsIkREPaNPZhyNps?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJxeEFM2uJsIkRp5v6j50IMKs,Precarious Beer Project,"The Precarious Beer Project is a modern brewing company, focused on quality and innovation. Whether it be trying radical new processes, celebrating local produce in our culinary-inspired beers, or attempting perfection through more traditional styles. We are always challenging ourselves and pushing for creating amazing moments, flavors, textures and stories through beer. We enjoy challenging the status quo and doing the unexpected. And making really, really bad jokes... We're good at that too!",,763,4.4,"Name: Billsburg Brewery
Link: https://www.google.com/maps/search/Billsburg+Brewery/@37.226859399999995,-76.7792308?authuser=0&hl=en&entry=ttu
Reviews: 700 reviews

Name: The Virginia Beer Company
Link: https://www.google.com/maps/search/The+Virginia+Beer+Company/@37.2721557,-76.68129019999999?authuser=0&hl=en&entry=ttu
Reviews: 605 reviews

Name: Alewerks Brewing Company
Link: https://www.google.com/maps/search/Alewerks+Brewing+Company/@37.321025999999996,-76.73334109999999?authuser=0&hl=en&entry=ttu
Reviews: 537 reviews

Name: Frothy Moon Brewhouse
Link: https://www.google.com/maps/search/Frothy+Moon+Brewhouse/@37.237790499999996,-76.7664958?authuser=0&hl=en&entry=ttu
Reviews: 208 reviews

Name: Strangeways Brewing Williamsburg
Link: https://www.google.com/maps/search/Strangeways+Brewing+Williamsburg/@37.288783800000004,-76.7226124?authuser=0&hl=en&entry=ttu
Reviews: 150 reviews",http://www.precariousbeer.com/,(757) 808-5104,"{""latitude"":37.2699168,""longitude"":-76.7058634}",Precarious Beer Project (Owner),https://www.google.com/maps/contrib/105605154572383463889,https://lh3.googleusercontent.com/p/AF1QipMHV8SU8qsx_qOgSZ3xpbwuhPvVxQ4BxCrEt4WK=s1024,Brewery,"Brewery, Brewpub, Hamburger restaurant, Restaurant, Taco restaurant",11 AM-10 PM,,Open All Days,"110 S Henry St, Williamsburg, VA 23185","tacos, kids, arcade games, pinball machines, beer hall, quesadilla, adults, air hockey, kitten, pork belly",https://www.google.com/maps/place/Precarious+Beer+Project/data=!4m7!3m6!1s0x89b0896b3305e1c5:0xab30089d8ffa9ba7!8m2!3d37.2699168!4d-76.7058634!16s%2Fg%2F11g0mdthyb!19sChIJxeEFM2uJsIkRp5v6j50IMKs?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJn08uoHSJsIkRKGSdC1punb8,Culture Cafe,"All-day breakfast, eclectic small plates & coffee in a rustic 2-story space with a comfy vibe.",,605,4.4,"Name: Food For Thought
Link: https://www.google.com/maps/search/Food+For+Thought/@37.2943961,-76.724611?authuser=0&hl=en&entry=ttu
Reviews: 7490 reviews

Name: Another Broken Egg Cafe
Link: https://www.google.com/maps/search/Another+Broken+Egg+Cafe/@37.2869934,-76.7221533?authuser=0&hl=en&entry=ttu
Reviews: 2479 reviews

Name: First Watch
Link: https://www.google.com/maps/search/First+Watch/@37.27666,-76.740952?authuser=0&hl=en&entry=ttu
Reviews: 1306 reviews

Name: Tipsy Beans Cafe
Link: https://www.google.com/maps/search/Tipsy+Beans+Caf%C3%A9/@37.2883411,-76.72461659999999?authuser=0&hl=en&entry=ttu
Reviews: 1151 reviews

Name: Five Forks Cafe
Link: https://www.google.com/maps/search/Five+Forks+Cafe/@37.2518902,-76.7664003?authuser=0&hl=en&entry=ttu
Reviews: 747 reviews",http://www.culturecafeva.com/,(757) 378-2556,"{""latitude"":37.2740024,""longitude"":-76.71216729999999}",Culture Cafe (Owner),https://www.google.com/maps/contrib/109271680477137276890,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noWUxoL4Yv2qq0zJ_OUISAqoVvlzkNRleuP--4DMD5CUFf0hasnySeorR5IeD-1108P7H1wYFWYaacxdSBC-fCxsMOLqdFpBKEOIcwqkPYecTX41MbTT2E_7s0T-GiNgSp_BfMa=s1024,American restaurant,"American restaurant, Restaurant",8 AM-4 PM,,"Monday, Tuesday","747 Scotland St, Williamsburg, VA 23185","chicken and waffles, deviled eggs, latte, poutine, english breakfast, baked goods, small plates, cheese curds, espresso, bear claw",https://www.google.com/maps/place/Culture+Cafe/data=!4m7!3m6!1s0x89b08974a02e4f9f:0xbf9d6e5a0b9d6428!8m2!3d37.2740024!4d-76.7121673!16s%2Fg%2F11c57lnh_g!19sChIJn08uoHSJsIkRKGSdC1punb8?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ95TFoQiJsIkRdzVq4G-ianQ,Shields Tavern,"Attract your attendees with the historic ambience of Shields Tavern at Colonial Williamsburg Resorts. Feast on southern staple foods where nation builders crafted the future of America, or come together with your team inside or outside with our tavern rental services. Your guests can enjoy interactive dining experiences for all types of corporate and celebratory events or they can decompress in the tranquil outside garden during leisurely meeting moments. When it comes to building connections with your group, there's no better place than this spacious, yet intimate venue.",,741,4.3,"Name: Second Street American Bistro
Link: https://www.google.com/maps/search/Second+Street+American+Bistro/@37.274720699999996,-76.6870557?authuser=0&hl=en&entry=ttu
Reviews: 3796 reviews

Name: DoG Street Pub
Link: https://www.google.com/maps/search/DoG+Street+Pub/@37.2711628,-76.7059891?authuser=0&hl=en&entry=ttu
Reviews: 2386 reviews

Name: King's Arms Tavern
Link: https://www.google.com/maps/search/King's+Arms+Tavern/@37.2712789,-76.6954215?authuser=0&hl=en&entry=ttu
Reviews: 1987 reviews

Name: Chowning's Garden Bar
Link: https://www.google.com/maps/search/Chowning's+Garden+Bar/@37.2714667,-76.6991949?authuser=0&hl=en&entry=ttu
Reviews: 1897 reviews

Name: Fat Canary
Link: https://www.google.com/maps/search/Fat+Canary/@37.2706514,-76.70611170000001?authuser=0&hl=en&entry=ttu
Reviews: 689 reviews",https://www.colonialwilliamsburg.org/stay-play/dining/historic-taverns/shields-tavern/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP+&utm_id=GBP+,(855) 268-7220,"{""latitude"":37.271291399999996,""longitude"":-76.6949578}",Shields Tavern (Owner),https://www.google.com/maps/contrib/102703962530456600018,https://lh3.googleusercontent.com/p/AF1QipMaG-lQ8ssVitPgZD6JbhK5Yl8gMyI5Nn1pGsKS=s1024,Southern restaurant (US),"Southern restaurant (US), Bar & grill, Lunch restaurant",11 AM-2 PM,,"Monday, Sunday","422 E Duke of Gloucester St, Williamsburg, VA 23185","entertainment, musician, period, ale, taverns, dressed, berry, basement, celiac, punch",https://www.google.com/maps/place/Shields+Tavern/data=!4m7!3m6!1s0x89b08908a1c594f7:0x746aa26fe06a3577!8m2!3d37.2712914!4d-76.6949578!16s%2Fg%2F12hl1pqq4!19sChIJ95TFoQiJsIkRdzVq4G-ianQ?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ_7bqwv-JsIkRypxAAChuhwE,Lanna Thai Cuisine,,,381,4.4,"Name: Bangkok Garden
Link: https://www.google.com/maps/search/Bangkok+Garden/@37.285133099999996,-76.7206447?authuser=0&hl=en&entry=ttu
Reviews: 710 reviews

Name: Aticha Thai Cuisine
Link: https://www.google.com/maps/search/Aticha+Thai+Cuisine/@37.2885089,-76.7223987?authuser=0&hl=en&entry=ttu
Reviews: 522 reviews

Name: Thai Tara Sushi & Bar
Link: https://www.google.com/maps/search/Thai+Tara+Sushi+%26+Bar/@37.2463122,-76.6592912?authuser=0&hl=en&entry=ttu
Reviews: 397 reviews

Name: Emerald Thai Cuisine & Sushi Bar
Link: https://www.google.com/maps/search/Emerald+Thai+Cuisine+%26+Sushi+Bar/@37.2449441,-76.6584965?authuser=0&hl=en&entry=ttu
Reviews: 392 reviews

Name: Ramen Time
Link: https://www.google.com/maps/search/Ramen+Time/@37.2942501,-76.72578419999999?authuser=0&hl=en&entry=ttu
Reviews: 379 reviews",http://www.lannathaicuisine757.com/,(757) 920-5444,"{""latitude"":37.2845902,""longitude"":-76.72030409999999}",Lanna Thai Cuisine (Owner),https://www.google.com/maps/contrib/102750545925103347667,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrak93RFKqD2RRTuv4T98zJ5rQtkVV_-W-4tws9DG4_9k449Sy9nFnLvOXQJohF0sEFe315sy7UeD8je2nlARkRvMK9CfYcZRoLdxMG6DXfelHO8VIpRMYiWH_EytVFmAIjpVU3=s1024,Thai restaurant,Thai restaurant,"11 AM-2:30 PM, 4-9:20 PM",,Tuesday,"1330 Richmond Rd, Williamsburg, VA 23185","area, drunken noodles, tom kha, pineapple fried rice, thai tea, servers, red curry, dumplings, sweet, khao soi",https://www.google.com/maps/place/Lanna+Thai+Cuisine/data=!4m7!3m6!1s0x89b089ffc2eab6ff:0x1876e2800409cca!8m2!3d37.2845902!4d-76.7203041!16s%2Fg%2F11fp9xsg40!19sChIJ_7bqwv-JsIkRypxAAChuhwE?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJVVVF_FyJsIkR7i8LeM8fgvY,KEFI GREEK KITCHEN,Authentic-Greek-Traditional-Mediterranean-Healthy,,1822,4.6,"Name: Food For Thought
Link: https://www.google.com/maps/search/Food+For+Thought/@37.2943961,-76.724611?authuser=0&hl=en&entry=ttu
Reviews: 7490 reviews

Name: Spartan Gyros
Link: https://www.google.com/maps/search/Spartan+Gyros/@37.2858264,-76.72033940000001?authuser=0&hl=en&entry=ttu
Reviews: 936 reviews

Name: CAVA
Link: https://www.google.com/maps/search/CAVA/@37.276807,-76.74827599999999?authuser=0&hl=en&entry=ttu
Reviews: 648 reviews

Name: Gyro Palace Cafe
Link: https://www.google.com/maps/search/Gyro+Palace+Cafe/@37.284123099999995,-76.735569?authuser=0&hl=en&entry=ttu
Reviews: 378 reviews

Name: Anatolia Bar & Grill
Link: https://www.google.com/maps/search/Anatolia+Bar+%26+Grill/@37.2793126,-76.7427742?authuser=0&hl=en&entry=ttu
Reviews: 377 reviews",http://kephigreek.kitchen/,(757) 378-5780,"{""latitude"":37.2941595,""longitude"":-76.7244971}",KEFI GREEK KITCHEN (Owner),https://www.google.com/maps/contrib/115359923846189141317,https://lh3.googleusercontent.com/p/AF1QipOgYtqh6aQY12pxXqF6oxMpv5JEJobiUFu4nKUf=s1024,Greek restaurant,"Greek restaurant, Bakery, Mediterranean restaurant",11:30 AM-10 PM,,Open All Days,"1635 Richmond Rd, Williamsburg, VA 23185","bakery, lamb shank, bartender, baklava cheesecake, pastitsio, greek burger, green beans, lamb chops, tiropita, hostess",https://www.google.com/maps/place/KE%CE%A6I+GREEK+KITCHEN/data=!4m7!3m6!1s0x89b0895cfc455555:0xf6821fcf780b2fee!8m2!3d37.2941595!4d-76.7244971!16s%2Fg%2F11ggrhmr27!19sChIJVVVF_FyJsIkR7i8LeM8fgvY?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJF9QbFV2JsIkRfqnBNECJKvs,Southern Pancake & Waffle House,"Southern Pancake and Waffle House are one of the top five pancake houses in Williamsburg, Virginia. A family-owned restaurant located in the heart of Colonial Williamsburg and minutes away from Busch Gardens and Water County serves delicious southern breakfast and lunch entrees every day.",,2270,4.4,"Name: Colonial Pancake House
Link: https://www.google.com/maps/search/Colonial+Pancake+House/@37.2737428,-76.68894259999999?authuser=0&hl=en&entry=ttu
Reviews: 2911 reviews

Name: Capitol Pancake House
Link: https://www.google.com/maps/search/Capitol+Pancake+House/@37.279356,-76.68947299999999?authuser=0&hl=en&entry=ttu
Reviews: 2717 reviews

Name: Astronomical Pancake House
Link: https://www.google.com/maps/search/Astronomical+Pancake+House/@37.31239420000001,-76.7328067?authuser=0&hl=en&entry=ttu
Reviews: 2615 reviews

Name: Not Another Pancake House
Link: https://www.google.com/maps/search/Not+Another+Pancake+House/@37.2960869,-76.72558049999999?authuser=0&hl=en&entry=ttu
Reviews: 1432 reviews

Name: The Smokey Griddle Pancake House
Link: https://www.google.com/maps/search/The+Smokey+Griddle+Pancake+House/@37.3015949,-76.7272794?authuser=0&hl=en&entry=ttu
Reviews: 1346 reviews",http://southernpancakehouse.com/,(757) 220-5542,"{""latitude"":37.2926548,""longitude"":-76.72374169999999}",Southern Pancake & Waffle House (Owner),https://www.google.com/maps/contrib/117862080741914343713,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNsJ1ATa1GJlXlaFT6aseA5bnJwqMDOsKifWSVMXmoSTbByL1ECUttzcWgjHNta6Fyo4kdbFtv4YcpDnLNKVJ_q4a199ddqUMGmrNc_ATN1x1wfsRNGsceRmRaZ7aXvCdfqHZd=s1024,Pancake restaurant,"Pancake restaurant, American restaurant, Breakfast restaurant, Restaurant",7:30 AM-1:30 PM,,Open All Days,"1605 Richmond Rd, Williamsburg, VA 23185","chicken and waffles, grits, food and service, biscuit, home fries, chicken wings, catfish, sausage gravy, sweet tea, country ham",https://www.google.com/maps/place/Southern+Pancake+%26+Waffle+House/data=!4m7!3m6!1s0x89b0895d151bd417:0xfb2a894034c1a97e!8m2!3d37.2926548!4d-76.7237417!16s%2Fg%2F11b6t7_510!19sChIJF9QbFV2JsIkRfqnBNECJKvs?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJM9Kjr_iIsIkRtCMJsIZWYmA,Old City Barbeque,Old City Barbeque prides itself in the barbeque making process by using smokers fueled with hardwood coals.,,2002,4.5,"Name: Pierce's Pitt Bar-B-Que
Link: https://www.google.com/maps/search/Pierce's+Pitt+Bar-B-Que/@37.3390103,-76.7174213?authuser=0&hl=en&entry=ttu
Reviews: 6831 reviews

Name: Amber Ox Public House
Link: https://www.google.com/maps/search/Amber+Ox+Public+House/@37.272807,-76.708522?authuser=0&hl=en&entry=ttu
Reviews: 3312 reviews

Name: Craft 31
Link: https://www.google.com/maps/search/Craft+31/@37.265224599999996,-76.7416468?authuser=0&hl=en&entry=ttu
Reviews: 2794 reviews

Name: Route 60 Barbeque Market
Link: https://www.google.com/maps/search/Route+60+Barbeque+Market/@37.2932369,-76.7250347?authuser=0&hl=en&entry=ttu
Reviews: 864 reviews",http://oldcitybbq.com/,(757) 378-5125,"{""latitude"":37.265888,""longitude"":-76.68109729999999}",Old City Barbeque (Owner),https://www.google.com/maps/contrib/111219298680655856122,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noyPbJaJRh83hwqTOdB6Vsr-df7Vh3Uv-vwkpW1qCtNBMvUqKoJcGnWIoyaibjzYxd4aChLnhD26oreuHnKgoGN5kFJoEgME-uyjbhMBdeTDOEJC1laWDU4YW9MNJ4pP8NvUEan=s1024,Barbecue restaurant,Barbecue restaurant,11 AM-9 PM,,Monday,"700 York St, Williamsburg, VA 23185","collards, sweet potato fries, brisket dip, poblano, pork belly bites, brussel sprouts, queso mac and cheese, stout, busch gardens, pork belly tacos",https://www.google.com/maps/place/Old+City+Barbeque/data=!4m7!3m6!1s0x89b088f8afa3d233:0x60625686b00923b4!8m2!3d37.265888!4d-76.6810973!16s%2Fg%2F11dyp4mysr!19sChIJM9Kjr_iIsIkRtCMJsIZWYmA?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
ChIJ0b3oa7GJsIkR7N3f0HKnu6Y,Spartan Gyros,Fast Casual Greek Restaurant with Drive Thru,,937,4.6,"Name: Food For Thought
Link: https://www.google.com/maps/search/Food+For+Thought/@37.2943961,-76.724611?authuser=0&hl=en&entry=ttu
Reviews: 7490 reviews

Name: KEFI GREEK KITCHEN
Link: https://www.google.com/maps/search/KE%CE%A6I+GREEK+KITCHEN/@37.2941595,-76.7244971?authuser=0&hl=en&entry=ttu
Reviews: 1822 reviews

Name: CAVA
Link: https://www.google.com/maps/search/CAVA/@37.276807,-76.74827599999999?authuser=0&hl=en&entry=ttu
Reviews: 648 reviews

Name: Gyro Palace Cafe
Link: https://www.google.com/maps/search/Gyro+Palace+Cafe/@37.284123099999995,-76.735569?authuser=0&hl=en&entry=ttu
Reviews: 378 reviews

Name: Anatolia Bar & Grill
Link: https://www.google.com/maps/search/Anatolia+Bar+%26+Grill/@37.2793126,-76.7427742?authuser=0&hl=en&entry=ttu
Reviews: 377 reviews",http://www.spartangyrosva.com/,(757) 220-5410,"{""latitude"":37.2858264,""longitude"":-76.7203394}",Spartan Gyros (Owner),https://www.google.com/maps/contrib/110517648300582046497,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqCs26gDumBGzCKlv-XIfyaW2TbfLuUYh5xbUl4f0iPMVRuxJqj11jlm1LPSypC13R9cyhwU3Wh0_2nyeu_uoj1mDSEbxTXJImnH-n4G1PClG38gCnTX0S6DxtHr253j9aNEOVi=s1024,Greek restaurant,"Greek restaurant, Fast food restaurant, Gyro restaurant",11 AM-8 PM,,Sunday,"1347 Richmond Rd, Williamsburg, VA 23185","drive thru, bowl, chicken gyro, falafel, onion rings, cheeseburger, baklava cheesecake, greek fries, gyro meat, kiosk",https://www.google.com/maps/place/Spartan+Gyros/data=!4m7!3m6!1s0x89b089b16be8bdd1:0xa6bba772d0dfddec!8m2!3d37.2858264!4d-76.7203394!16s%2Fg%2F11gxjt08ff!19sChIJ0b3oa7GJsIkR7N3f0HKnu6Y?authuser=0&hl=en&rclk=1,places to eat in williamsburg virginia
