place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJWVzl2wiJsIkRBqTjQ5C_-VI,"St. George Tucker House","St. George Tucker House is a beautiful historic colonial home in Williamsburg, tucked between the Governor’s Mansion and the courthouse. Open primarily to Colonial Williamsburg donors, it serves as a private lounge and learning space where you can rest, have hot drinks, and enjoy light snacks away from the crowds. Six days a week it hosts intimate programs with interpreters and nation builders, including 45-minute talks on life in Colonial Williamsburg and performances or monologues by figures like Thomas Jefferson and George Washington. Visitors consistently praise the welcoming volunteers and the warm hospitality, with notable talks by Edith Cumbo and others. It’s a hub for donor-driven programs and small-group presentations in a charming, private setting.",,48,4.8,"Name: George Wythe House
Link: https://www.google.com/maps/search/George+Wythe+House/@37.2720718,-76.7024576?authuser=0&hl=en&entry=ttu
Reviews: 187 reviews

Name: Robert Carter House
Link: https://www.google.com/maps/search/Robert+Carter+House/@37.273310099999996,-76.70253?authuser=0&hl=en&entry=ttu
Reviews: 11 reviews

Name: George Jackson House
Link: https://www.google.com/maps/search/George+Jackson+House/@37.2711341,-76.69087569999999?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews

Name: Guard house
Link: https://www.google.com/maps/search/Guard+house/@37.2706735,-76.6995867?authuser=0&hl=en&entry=ttu
Reviews: 2 reviews",https://www.colonialwilliamsburg.org/locations/st-george-tucker-house/?utm_source=google&utm_medium=organic&utm_campaign=map_listing&utm_content=tucker_house,"(888) 293-1776",,"St. George Tucker House (Owner)",https://www.google.com/maps/contrib/108413756605003172859,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nouVXTxhJwpFcI3tnc1n8y_IU9JCG4RU5Vw4Gvi6530seXkqfiTpCeip71kIn7KNsoqZO7PfDwbKnQrJ0b2fEbbDQJ6oJnFva_pKkJ6YMNaUsNm_3bh3EnsrfP4QdKvPecfmrDR=s1024,"Historical landmark","Historical landmark, Tourist attraction",,,"Open All Days","113 W Nicholson St, Williamsburg, VA 23185","Cultural and Historical Sites, Local Performances, Local Traditions & Workshops",https://www.google.com/maps/place/St.+George+Tucker+House/data=!4m7!3m6!1s0x89b08908dbe55c59:0x52f9bf9043e3a406!8m2!3d37.2723984!4d-76.7012498!16s%2Fm%2F0bmd4l3!19sChIJWVzl2wiJsIkRBqTjQ5C_-VI?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJLXRakOOJsIkRptZNCz3dCU8,"Williamsburg Winery","With over 40 acres of vineyards, a hotel and a restaurant, The Williamsburg Winery is more than a Winery. Wessex Hundred, the 300-acre farm that is home to The Williamsburg Winery, Wedmore Place, and Gabriel Archer Tavern, offers an unforgettable wine and culinary experience in the heart of Colonial America.",,775,4.4,,http://williamsburgwinery.com/,"(757) 229-0999",,"Williamsburg Winery (Owner)",https://www.google.com/maps/contrib/113568653948148330704,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwq6JXjWLG3urrkcCv5nV-_m2LtfAkpsI5vNeNRvWGlm6Z2TZAeB53jJHPnZo0RkPEHlh6F4gDUY91AlvX19X9KfdVI7NLf9CfhYTOQymZei11DLkOUTZax6DQtwPvAhzKtLY=s1024,Winery,"Winery, Tourist attraction, Wine store","12-7 PM",,"Open All Days","5800 Wessex Hundred, Williamsburg, VA 23185","Wineries, Scenic Spots, Family-Friendly, Outdoor Activities, Live Music & Concerts",https://www.google.com/maps/place/Williamsburg+Winery/data=!4m7!3m6!1s0x89b089e3905a742d:0x4f09dd3d0b4dd6a6!8m2!3d37.2320634!4d-76.7184399!16zL20vMGduM3hn!19sChIJLXRakOOJsIkRptZNCz3dCU8?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJLSUUfeeJsIkRiaLNNVp98Pk,"The Murder Tour and Pub Crawl","Join The Ghost Tour and venture with us onto the centuries old streets of Williamsburg for a tour like no other! We will tear open the darkened archives and share with you real tales of murder and mayhem that many still whisper about today.
Join us as we travel to a few of our local pubs with themed drinks concocted just for you.
If you're looking for the scariest tour in Williamsburg, it's not about ghosts. It's about murder!
The Murder Tour and Pub Crawl is the first of its' kind and the only tour in the city. Ticket purchase is required before meeting the tour.
One drink per pub/bar stop is included in ticket price. Additional drinks and food are at your own cost. Please remember to tip your guide and bartender",,40,4.5,"Name: Williamsburg Ghost Tour & Haunted Pub Crawls
Link: https://www.google.com/maps/search/Williamsburg+Ghost+Tour+%26+Haunted+Pub+Crawls/@37.2723783,-76.7065925?authuser=0&hl=en&entry=ttu
Reviews: 1227 reviews

Name: US Ghost Adventures Williamsburg Ghost Tours
Link: https://www.google.com/maps/search/US+Ghost+Adventures+Williamsburg+Ghost+Tours/@37.2707091,-76.706729?authuser=0&hl=en&entry=ttu
Reviews: 174 reviews

Name: Haunted Williamsburg
Link: https://www.google.com/maps/search/Haunted+Williamsburg/@37.2710337,-76.6996688?authuser=0&hl=en&entry=ttu
Reviews: 153 reviews

Name: Haunted Historical Entertainment, LLC
Link: https://www.google.com/maps/search/Haunted+Historical+Entertainment%2C+LLC/@37.2710618,-76.7037703?authuser=0&hl=en&entry=ttu
Reviews: 91 reviews

Name: Taste of Williamsburg
Link: https://www.google.com/maps/search/Taste+of+Williamsburg/@37.2706047,-76.7069272?authuser=0&hl=en&entry=ttu
Reviews: 73 reviews",http://www.theghosttour.com/,,,"The Murder Tour and Pub Crawl (Owner)",https://www.google.com/maps/contrib/110206138025078929922,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr4Y275Wj6k-JF55BDH_rWN8N8jvHqn-pfOQC7tt6k-y_GNGomrcHcbTnNOzji5RVJMI4fihPpOQ32vPIWK-dp6Ncjv0kgyL_WCwzqjAu06BDrIfZaZNOPXtpaq0mPqEk_45TyK=s1024,"Tour operator","Tour operator, Tourist attraction","Open 24 hours",,"Open All Days","110 S Henry St, Williamsburg, VA 23185","Cultural and Historical Sites, Outdoor Activities, Breweries, Distilleries, Theatre & Shows",https://www.google.com/maps/place/The+Murder+Tour+and+Pub+Crawl/data=!4m7!3m6!1s0x89b089e77d14252d:0xf9f07d5a35cda289!8m2!3d37.27008!4d-76.7059797!16s%2Fg%2F11tgf879sh!19sChIJLSUUfeeJsIkRiaLNNVp98Pk?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJC2gxRp6JsIkRZBuIHDjxzcc,"Muscarelle Museum of Art","A laboratory for learning with an encyclopedic collection of more than 7,000 artworks ranging from pre-Columbian to post-modern.",,168,4.6,"Name: The Art Museums of Colonial Williamsburg
Link: https://www.google.com/maps/search/The+Art+Museums+of+Colonial+Williamsburg/@37.2685649,-76.7039288?authuser=0&hl=en&entry=ttu
Reviews: 1424 reviews

Name: Virginia Musical Museum
Link: https://www.google.com/maps/search/Virginia+Musical+Museum/@37.3377082,-76.7511499?authuser=0&hl=en&entry=ttu
Reviews: 128 reviews

Name: Williamsburg Contemporary Art Center
Link: https://www.google.com/maps/search/Williamsburg+Contemporary+Art+Center/@37.28100570000001,-76.7176475?authuser=0&hl=en&entry=ttu
Reviews: 31 reviews

Name: Matney Fine Art Gallery and Consulting/ Lee Matney Curator
Link: https://www.google.com/maps/search/Matney+Fine+Art+Gallery+and+Consulting%2F+Lee+Matney+Curator/@37.312185899999996,-76.734798?authuser=0&hl=en&entry=ttu
Reviews: 9 reviews

Name: Andrews Gallery
Link: https://www.google.com/maps/search/Andrews+Gallery/@37.2686121,-76.7154552?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews",http://muscarelle.org/,"(757) 221-2700",,"Muscarelle Museum of Art (Owner)",https://www.google.com/maps/contrib/111492353083579959743,https://lh3.googleusercontent.com/p/AF1QipOjvrvsDTCbWjTfMeH-aHUKoMJfZOjlXwyTsfcY=s1024,"Art museum","Art museum","10 AM-5 PM",,Monday,"603 Jamestown Rd, Williamsburg, VA 23185","Museums, Art Galleries, Cultural and Historical Sites, Family-Friendly, Interactive Museums",https://www.google.com/maps/place/Muscarelle+Museum+of+Art/data=!4m7!3m6!1s0x89b0899e4631680b:0xc7cdf1381c881b64!8m2!3d37.2679531!4d-76.7159254!16s%2Fm%2F0416_qh!19sChIJC2gxRp6JsIkRZBuIHDjxzcc?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJ21dM3hCJsIkR0CkU7TRyxBs,"W Duke of Gloucester Street","I can do that. I don’t have the 25 reviews yet, so please paste them here (or upload) and I’ll produce a single paragraph (no more than 5 sentences) describing W Duke of Gloucester Street based on the common themes in those reviews. If you have a preferred tone (neutral, promotional, historical) let me know, and I’ll tailor the wording. If you can’t share all reviews, you can also just share key quotes or themes and I’ll summarize them into the paragraph.",,7,4.9,"Name: The Cheese Shop
Link: https://www.google.com/maps/search/The+Cheese+Shop/@37.2706994,-76.7061859?authuser=0&hl=en&entry=ttu
Reviews: 2151 reviews

Name: Market Square
Link: https://www.google.com/maps/search/Market+Square/@37.2717223,-76.7007933?authuser=0&hl=en&entry=ttu
Reviews: 200 reviews

Name: Market House
Link: https://www.google.com/maps/search/Market+House/@37.2709238,-76.6996463?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: Peter Scott House and Shop
Link: https://www.google.com/maps/search/Peter+Scott+House+and+Shop/@37.2709446,-76.70281709999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: East Duke of Gloucester
Link: https://www.google.com/maps/search/East+Duke+of+Gloucester/@37.3048451,-76.7478033?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,1,"W Duke of Gloucester Street (Owner)",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqX0vZAOgDUFM-xzzfN_2DvhbTguWXuONps9uQMQuPx112HrBQtgrXawIsdNVbaxCo1N73hbnQB7UcqUN09Nf9yKirhk-adWx0xNcPhoGRV9b20TaqcCBGAYzN2kS7IpJaZ1mbDPg=s1024,"Tourist attraction","Tourist attraction",,,"Open All Days","424 W Duke of Gloucester St, Williamsburg, VA 23185","Please paste the 25 reviews (or share a link) so I can extract the appropriate tags for W Duke of Gloucester Street. I will select up to 5 tags, prioritizing non-food categories unless food is clearly the primary reason to visit, and I will output only a comma-separated list of tags.",https://www.google.com/maps/place/W+Duke+of+Gloucester+Street/data=!4m7!3m6!1s0x89b08910de4c57db:0x1bc47234ed1429d0!8m2!3d37.2709272!4d-76.7066079!16s%2Fg%2F11k4k69xl3!19sChIJ21dM3hCJsIkR0CkU7TRyxBs?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJV8pOTaeJsIkR8sQthGXS_r8,"Bicentennial Park","I don’t have access to the 25 reviews yet. Please paste the reviews here (or upload them) and I’ll extract the key features, vibes, and tips to craft a concise, up-to-5-sentence description of Bicentennial Park. If you have any preferences (e.g., focus on family-friendly, nature, events), tell me and I’ll tailor it.",,107,4.5,"Name: New Quarter Park
Link: https://www.google.com/maps/search/New+Quarter+Park/@37.293959,-76.645388?authuser=0&hl=en&entry=ttu
Reviews: 568 reviews

Name: College Landing Park
Link: https://www.google.com/maps/search/College+Landing+Park/@37.2521023,-76.71038279999999?authuser=0&hl=en&entry=ttu
Reviews: 166 reviews

Name: Bassett Trace Nature Trail
Link: https://www.google.com/maps/search/Bassett+Trace+Nature+Trail/@37.2683989,-76.6938179?authuser=0&hl=en&entry=ttu
Reviews: 138 reviews

Name: Ironbound Park
Link: https://www.google.com/maps/search/Ironbound+Park/@37.2834254,-76.7324361?authuser=0&hl=en&entry=ttu
Reviews: 70 reviews

Name: City Square Park
Link: https://www.google.com/maps/search/City+Square+Park/@37.2743458,-76.7080433?authuser=0&hl=en&entry=ttu
Reviews: 4 reviews",,,1,"Bicentennial Park (Owner)",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noj7AuqlBwNTCYEE5X1UxnFgT4fbl6vI8bNCUGZbwGGVBbGubQ-lLQIv8qryj4IlKGTJfXa--YkXM1GGt5-H2R-iFFlx-Q6lZtXnAzSTnaSadUoEFXSMt7dhsFZOFVNdckB63U9Fg=s1024,Park,"Park, Tourist attraction","8 AM-7 PM",,"Open All Days","320 W Court St, Williamsburg, VA 23185","Outdoor Activities, Scenic Spots, Family-Friendly",https://www.google.com/maps/place/Bicentennial+Park/data=!4m7!3m6!1s0x89b089a74d4eca57:0xbffed265842dc4f2!8m2!3d37.2673373!4d-76.7047616!16s%2Fg%2F11b7lmj74w!19sChIJV8pOTaeJsIkR8sQthGXS_r8?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJha5qAwmJsIkRWu2e5ZOS6Os,"Colonial Williamsburg Weaver","When English imports were cut off by the Revolution, local weavers came forward to fill the need for everyday items. Watch how flax, cotton, and wool are converted from tangled masses into orderly, precise fabrics--ranging from simple linens for shirts and shifts to blankets, towels, dyed wool for needlework, and stout woolens for military uniforms.
Included with Colonial Williamsburg admission.",,23,4.8,"Name: The Colonial Williamsburg Foundation
Link: https://www.google.com/maps/search/The+Colonial+Williamsburg+Foundation/@37.2711628,-76.7059891?authuser=0&hl=en&entry=ttu
Reviews: 34 reviews

Name: Colonial Williamsburg Apothecary
Link: https://www.google.com/maps/search/Colonial+Williamsburg+Apothecary/@37.2716449,-76.695088?authuser=0&hl=en&entry=ttu
Reviews: 27 reviews

Name: Lewis House
Link: https://www.google.com/maps/search/Lewis+House/@37.2704809,-76.69783819999999?authuser=0&hl=en&entry=ttu
Reviews: 1 reviews

Name: CW Conservation Building
Link: https://www.google.com/maps/search/CW+Conservation+Building/@37.276536799999995,-76.69566510000001?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",https://www.colonialwilliamsburg.org/locations/weaver/?utm_source=google&utm_medium=organic&utm_campaign=map_listing&utm_content=weaver,"(888) 965-7254",,"Colonial Williamsburg Weaver (Owner)",https://www.google.com/maps/contrib/104734236149538740510,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZgSoZsD5fyf_xU7Uu4IfERBhUh2KQpo8gEor0ciaXgt-uRUqt_bhSVcVf0NMahEGJrIaJMAqYYLgNYA6zrC4Q6kdQJMaLqnDrP8cHxQ7oKaU1D6ne-PNwiNSO3_lUdvPGtKbneA=s1024,"Historical place museum","Historical place museum, Tourist attraction","10 AM-5 PM",,"Monday, Tuesday","124-198 W Duke of Gloucester St, Williamsburg, VA 23185","Cultural and Historical Sites, Museums, Interactive Museums, Local Traditions & Workshops, Local Performances",https://www.google.com/maps/place/Colonial+Williamsburg+Weaver/data=!4m7!3m6!1s0x89b08909036aae85:0xebe89293e59eed5a!8m2!3d37.2710105!4d-76.7011578!16s%2Fg%2F11cs6kgh0z!19sChIJha5qAwmJsIkRWu2e5ZOS6Os?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJiaFD4h2JsIkRtiF2jVmorwM,"Copper Fox Distillery Williamsburg","Copper Fox Distillery was the first distillery in North America to build a traditional malt floor and kiln. We opened our doors in Sperryville, VA in 2005 and Williamsburg, VA in 2016 where we floor malt, distill, age and bottle all of our spirits. We use innovative techniques to flavor the grain using fruitwood smoke then age the whisky using fruitwood chips. This creates a wonderfully layered and unique tasting whisky.

Our Williamsburg distillery is located in the renovated Lord Paget Hotel, complete with our speakeasy tasting room. Tastings, flights, craft cocktails and bottle sales available. Outdoor covered seating and firepit. We are right around the corner from Colonial Williamsburg. Tours available daily.",,412,4.8,"Name: Billsburg Brewery
Link: https://www.google.com/maps/search/Billsburg+Brewery/@37.226859399999995,-76.7792308?authuser=0&hl=en&entry=ttu
Reviews: 700 reviews

Name: The Virginia Beer Company
Link: https://www.google.com/maps/search/The+Virginia+Beer+Company/@37.2721557,-76.68129019999999?authuser=0&hl=en&entry=ttu
Reviews: 605 reviews

Name: Alewerks Brewing Company
Link: https://www.google.com/maps/search/Alewerks+Brewing+Company/@37.321025999999996,-76.73334109999999?authuser=0&hl=en&entry=ttu
Reviews: 537 reviews

Name: Strangeways Brewing Williamsburg
Link: https://www.google.com/maps/search/Strangeways+Brewing+Williamsburg/@37.288783800000004,-76.7226124?authuser=0&hl=en&entry=ttu
Reviews: 150 reviews",http://www.copperfoxdistillery.com/,"(757) 903-2076",,"Copper Fox Distillery Williamsburg (Owner)",https://www.google.com/maps/contrib/112078300887150241718,https://lh3.googleusercontent.com/p/AF1QipNY1FjBpQZ3Rbu0McVqA1YVV8bFNM2qGne5_8og=s1024,Distillery,"Distillery, Cocktail bar, Tourist attraction","12-7 PM",,"Open All Days","901 Capitol Landing Rd, Williamsburg, VA 23185","Distilleries, Family-Friendly, Pet Friendly, Live Music & Concerts, Cultural and Historical Sites",https://www.google.com/maps/place/Copper+Fox+Distillery+Williamsburg/data=!4m7!3m6!1s0x89b0891de243a189:0x3afa8598d7621b6!8m2!3d37.2819778!4d-76.6887945!16s%2Fg%2F11c4kvdmk7!19sChIJiaFD4h2JsIkRtiF2jVmorwM?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJd0wJmQaJsIkRzashGsEh-AM,"Colonial Williamsburg Apothecary","What was it like to be sick or injured in colonial times? Meet the apothecaries and learn how medicine, wellness, and surgical practices of the 18th century compare to today.",,27,4.8,"Name: The Green Cauldron
Link: https://www.google.com/maps/search/The+Green+Cauldron/@37.3614375,-76.76640669999999?authuser=0&hl=en&entry=ttu
Reviews: 149 reviews

Name: McKenzie Apothecary
Link: https://www.google.com/maps/search/McKenzie+Apothecary/@37.272978699999996,-76.7024741?authuser=0&hl=en&entry=ttu
Reviews: 6 reviews

Name: The Public Hospital Museum
Link: https://www.google.com/maps/search/The+Public+Hospital+Museum/@37.2688349,-76.7046843?authuser=0&hl=en&entry=ttu
Reviews: 5 reviews

Name: Spirits Museum
Link: https://www.google.com/maps/search/Spirits+Museum/@37.259706699999995,-76.6702603?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: James Semple House
Link: https://www.google.com/maps/search/James+Semple+House/@37.270477899999996,-76.692917?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",http://www.colonialwilliamsburg.com/do/revolutionary-city/tour-the-city/apothecary/,"(888) 965-7254",,"Colonial Williamsburg Apothecary (Owner)",https://www.google.com/maps/contrib/103205782499710382564,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nou5n48EzhjEykh2uGNAl6oLO0WOKiXKr4Wt8_P6VdM5BHjqvMHIoUmwh6or7il8TBqwtEcd4PKDUgrvROorib27Y9bwmmPKMIF4gpGC-rRpjLiUSTcDwJQI4se7oLLnY6xm4wv=s1024,"History museum","History museum",,,"Open All Days","421 E Duke of Gloucester St, Williamsburg, VA 23185","Cultural and Historical Sites, Museums, Interactive Museums, Family-Friendly",https://www.google.com/maps/place/Colonial+Williamsburg+Apothecary/data=!4m7!3m6!1s0x89b0890699094c77:0x3f821c11a21abcd!8m2!3d37.2716449!4d-76.695088!16s%2Fg%2F11c3sv7z4q!19sChIJd0wJmQaJsIkRzashGsEh-AM?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJrxSeUteJsIkRcP7Jz8DOjyw,"Market Square","I don’t have the 25 reviews yet. Please paste them here (or provide a brief summary of the recurring themes and features), and I’ll craft a concise description for Market Square in 4–5 sentences. If you have a preferred tone (inviting, informative, historic, modern), let me know and I’ll tailor it accordingly.",,200,4.7,"Name: Colonial Williamsburg
Link: https://www.google.com/maps/search/Colonial+Williamsburg/@37.2696927,-76.6961231?authuser=0&hl=en&entry=ttu
Reviews: 10631 reviews

Name: Colonial Williamsburg's Merchants Square
Link: https://www.google.com/maps/search/Colonial+Williamsburg's+Merchants+Square/@37.271542000000004,-76.7067697?authuser=0&hl=en&entry=ttu
Reviews: 6627 reviews

Name: George Wythe House
Link: https://www.google.com/maps/search/George+Wythe+House/@37.2720718,-76.7024576?authuser=0&hl=en&entry=ttu
Reviews: 187 reviews

Name: W Duke of Gloucester Street
Link: https://www.google.com/maps/search/W+Duke+of+Gloucester+Street/@37.270927199999996,-76.7066079?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews

Name: Historical marker
Link: https://www.google.com/maps/search/Historical+marker/@37.227047000000006,-76.78377449999999?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",,,1,"Market Square (Owner)",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrqjlZ8sj0tT80ESkXPFVMq39fVmxJVRaVPitGEWsl5XvlLMu3zXg99QPcoVfU6MUuNYZqzCzcIJhTK2l7CpUkbPtPhFZ274Yw0r3VqENM6_mRJ07WAyfjkBZZduPzeH5VvXws=s1024,"Historical landmark","Historical landmark","Open 24 hours",,"Open All Days","Williamsburg, VA 23185","Please paste the 25 user reviews for Market Square, and I will return up to 5 tags as a comma-separated list (no more than 5), using the provided categories. I will only include a cuisine tag if food is the primary reason to go, and I will limit to one cuisine tag if applicable.",https://www.google.com/maps/place/Market+Square/data=!4m7!3m6!1s0x89b089d7529e14af:0x2c8fcec0cfc9fe70!8m2!3d37.2717223!4d-76.7007933!16s%2Fg%2F11gsmjkzr7!19sChIJrxSeUteJsIkRcP7Jz8DOjyw?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJySg_Kw-JsIkRuQ0IIhQsjYQ,"Play House Stage","The American colonies' first purpose-built theater opened on this site before 1720. Today, you can take in a lively performance by the Play House Players on an open-air stage. See the calendar of events for a schedule of musical and theatrical entertainment.",,29,4.7,"Name: Williamsburg Players Inc
Link: https://www.google.com/maps/search/Williamsburg+Players+Inc/@37.268417,-76.6729215?authuser=0&hl=en&entry=ttu
Reviews: 212 reviews

Name: Colonial Williamsburg Charlton Stage
Link: https://www.google.com/maps/search/Colonial+Williamsburg+Charlton+Stage/@37.2717214,-76.69435059999999?authuser=0&hl=en&entry=ttu
Reviews: 60 reviews

Name: Abbey Stone Theatre
Link: https://www.google.com/maps/search/Abbey+Stone+Theatre/@37.2360676,-76.648095?authuser=0&hl=en&entry=ttu
Reviews: 55 reviews

Name: Playhouse Theatre
Link: https://www.google.com/maps/search/Playhouse+Theatre/@37.272873,-76.7014964?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews

Name: Story Teller Stage
Link: https://www.google.com/maps/search/Story+Teller+Stage/@37.2741323,-76.7086317?authuser=0&hl=en&entry=ttu
Reviews: No Reviews reviews",https://www.colonialwilliamsburg.org/locations/play-house-stage/?utm_source=google&utm_medium=organic&utm_campaign=map_listing&utm_content=play_house_stage,"(757) 220-1000",,"Play House Stage (Owner)",https://www.google.com/maps/contrib/105549923634602720688,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no_i8cSt1C2xdVeLu9Leeb07s2c6sNZoHwbrwU-wb1ZNhO9hu46e1j4C2ovil3ZXsr3Y-bZ_5pWoXWfg0bDoLx7g-sSiJheLRIp1Uk-_UWTWX0jpaPoxTLEfjTlZ7B9vLsr8ft_ag=s1024,"Historical place museum","Historical place museum, Tourist attraction",,,"Open All Days","214 Palace Green St, Williamsburg, VA 23185","Theatre & Shows, Local Performances, Cultural and Historical Sites, Outdoor Activities",https://www.google.com/maps/place/Play+House+Stage/data=!4m7!3m6!1s0x89b0890f2b3f28c9:0x848d2c1422080db9!8m2!3d37.2728785!4d-76.7015836!16s%2Fg%2F11d_7wzv9y!19sChIJySg_Kw-JsIkRuQ0IIhQsjYQ?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
ChIJP1QkNweJsIkRdRFG1A3PcG4,"Bassett Trace Nature Trail","Bassett Trace Nature Trail is a shaded, forested out-and-back trail located near Colonial Williamsburg, tucked behind Bassett Hall off Francis Street. The route runs about 3 miles round trip (roughly 1.4 miles one-way) with gentle to moderate hills, tree roots, streams, and quaint wooden bridges, and it’s well-marked with interpretive plant and bird signage. It’s a popular spot for hiking, birding, and dog-walking, with benches and occasional detours posted when restoration work is underway. Parking can be limited, with spots near the Griffin Hotel area and a larger public lot on Francis Street. The trail isn’t fully wheelchair-accessible in places due to hills, so wear sturdy shoes and be prepared for mud after rain.",,138,4.6,"Name: New Quarter Park
Link: https://www.google.com/maps/search/New+Quarter+Park/@37.293959,-76.645388?authuser=0&hl=en&entry=ttu
Reviews: 568 reviews

Name: Greensprings Interpretive Trail
Link: https://www.google.com/maps/search/Greensprings+Interpretive+Trail/@37.249566,-76.78733129999999?authuser=0&hl=en&entry=ttu
Reviews: 314 reviews

Name: Black Point Trail, Williamsburg, VA 23185
Link: https://www.google.com/maps/search/Black+Point+Trail%2C+Williamsburg%2C+VA+23185/@37.2030088,-76.7350901?authuser=0&hl=en&entry=ttu
Reviews: 141 reviews

Name: Bicentennial Park
Link: https://www.google.com/maps/search/Bicentennial+Park/@37.2673373,-76.7047616?authuser=0&hl=en&entry=ttu
Reviews: 107 reviews

Name: Redoubt Park
Link: https://www.google.com/maps/search/Redoubt+Park/@37.2542981,-76.68395459999999?authuser=0&hl=en&entry=ttu
Reviews: 101 reviews",https://www.colonialwilliamsburg.org/locations/bassett-trace-nature-trail/?utm_medium=organic&utm_source=google&utm_campaign=business_listing&utm_content=,,,"Bassett Trace Nature Trail (Owner)",https://www.google.com/maps/contrib/112482062401853069663,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npBPoCtKROuCk88HXLwATc2B4CQEuUhP6NTm4rAUcApLQIxez3ArEQmbfUvI5xVuEBla1dn43HSg2tj1AECsiKrH6e7yAQaW7V_wC1rgrmYeGp8kpo0TCF2euJ60HkE7B6ZsGla=s1024,Park,"Park, Tourist attraction",,,"Open All Days","23185 Francis St E, Williamsburg, VA 23185","Outdoor Activities, National Parks & Trails, Scenic Spots, Pet Friendly, Family-Friendly",https://www.google.com/maps/place/Bassett+Trace+Nature+Trail/data=!4m7!3m6!1s0x89b089073724543f:0x6e70cf0dd4461175!8m2!3d37.2683989!4d-76.6938179!16s%2Fg%2F11b7h3xfyd!19sChIJP1QkNweJsIkRdRFG1A3PcG4?authuser=0&hl=en&rclk=1,"places to go and things to see in williamsburg"
